"gene_id","feature_id","sample_id","annotation_source","function_category","pathway","ko_id","count","abundance"
"gene_019","ASV077","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",60,0.01093693
"gene_019","ASV077","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",61,0.01128793
"gene_019","ASV077","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.01016448
"gene_019","ASV077","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",48,0.00884304
"gene_019","ASV077","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",48,0.00898708
"gene_019","ASV077","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",65,0.01266069
"gene_019","ASV077","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",40,0.00741152
"gene_019","ASV077","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",60,0.01135503
"gene_019","ASV077","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",58,0.01094546
"gene_019","ASV077","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.01069623
"gene_019","ASV077","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",49,0.00900901
"gene_019","ASV077","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.01010101
"gene_019","ASV077","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",67,0.01038277
"gene_019","ASV077","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",73,0.01083729
"gene_019","ASV077","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",58,0.00872968
"gene_019","ASV077","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",51,0.00769695
"gene_019","ASV077","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",52,0.00787402
"gene_019","ASV077","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",63,0.00980392
"gene_019","ASV077","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",52,0.00701754
"gene_019","ASV077","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",61,0.00803054
"gene_019","ASV077","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",68,0.00907877
"gene_019","ASV077","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",49,0.00635373
"gene_019","ASV077","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",66,0.00873016
"gene_019","ASV077","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",59,0.0079472
"gene_020","ASV077","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",57,0.01039008
"gene_020","ASV077","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",85,0.01572909
"gene_020","ASV077","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",80,0.0147847
"gene_020","ASV077","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",75,0.01381724
"gene_020","ASV077","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",97,0.01816139
"gene_020","ASV077","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",56,0.01090767
"gene_020","ASV077","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",83,0.01537891
"gene_020","ASV077","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",119,0.02252082
"gene_020","ASV077","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",107,0.02019249
"gene_020","ASV077","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",109,0.02119798
"gene_020","ASV077","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",110,0.02022431
"gene_020","ASV077","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",97,0.01781451
"gene_020","ASV077","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",103,0.01596157
"gene_020","ASV077","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",98,0.01454869
"gene_020","ASV077","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",71,0.01068633
"gene_020","ASV077","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",107,0.01614851
"gene_020","ASV077","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",107,0.0162023
"gene_020","ASV077","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",62,0.0096483
"gene_020","ASV077","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",82,0.01106613
"gene_020","ASV077","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",96,0.01263823
"gene_020","ASV077","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",91,0.01214953
"gene_020","ASV077","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",126,0.01633817
"gene_020","ASV077","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",84,0.01111111
"gene_020","ASV077","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",106,0.01427802
"gene_021","ASV020","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",76,0.01385345
"gene_021","ASV020","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",50,0.00925241
"gene_021","ASV020","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",74,0.01367585
"gene_021","ASV020","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",65,0.01197494
"gene_021","ASV020","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",73,0.01366785
"gene_021","ASV020","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",56,0.01090767
"gene_021","ASV020","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",109,0.02019641
"gene_021","ASV020","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",112,0.02119606
"gene_021","ASV020","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",165,0.03113795
"gene_021","ASV020","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",97,0.01886426
"gene_021","ASV020","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",145,0.02665931
"gene_021","ASV020","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",109,0.02001837
"gene_021","ASV020","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",120,0.018596
"gene_021","ASV020","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",119,0.01766627
"gene_021","ASV020","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",195,0.02934979
"gene_021","ASV020","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",163,0.02460006
"gene_021","ASV020","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",203,0.03073895
"gene_021","ASV020","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",136,0.02116402
"gene_021","ASV020","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",177,0.02388664
"gene_021","ASV020","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",233,0.03067404
"gene_021","ASV020","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",182,0.02429907
"gene_021","ASV020","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",234,0.03034232
"gene_021","ASV020","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",195,0.02579365
"gene_021","ASV020","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",152,0.02047414
"gene_022","ASV034","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",44,0.00802042
"gene_022","ASV034","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",48,0.00888231
"gene_022","ASV034","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",29,0.00535945
"gene_022","ASV034","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",57,0.01050111
"gene_022","ASV034","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",45,0.00842539
"gene_022","ASV034","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",49,0.00954422
"gene_022","ASV034","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",64,0.01185844
"gene_022","ASV034","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",98,0.01854656
"gene_022","ASV034","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",94,0.0177392
"gene_022","ASV034","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",73,0.01419681
"gene_022","ASV034","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",86,0.01581173
"gene_022","ASV034","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",83,0.01524334
"gene_022","ASV034","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",96,0.0148768
"gene_022","ASV034","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",124,0.01840855
"gene_022","ASV034","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",109,0.01640578
"gene_022","ASV034","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",163,0.02460006
"gene_022","ASV034","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",137,0.020745
"gene_022","ASV034","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",127,0.01976346
"gene_022","ASV034","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",165,0.02226721
"gene_022","ASV034","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",127,0.01671933
"gene_022","ASV034","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",146,0.01949266
"gene_022","ASV034","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",165,0.02139523
"gene_022","ASV034","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",197,0.0260582
"gene_022","ASV034","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",146,0.01966595
"gene_023","ASV028","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",137,0.02497266
"gene_023","ASV028","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",122,0.02257587
"gene_023","ASV028","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",118,0.02180743
"gene_023","ASV028","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",80,0.01473839
"gene_023","ASV028","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",115,0.02153155
"gene_023","ASV028","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",120,0.02337359
"gene_023","ASV028","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",63,0.01167315
"gene_023","ASV028","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.01230129
"gene_023","ASV028","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",98,0.01849406
"gene_023","ASV028","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",51,0.00991832
"gene_023","ASV028","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",67,0.01231844
"gene_023","ASV028","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",74,0.01359045
"gene_023","ASV028","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",81,0.0125523
"gene_023","ASV028","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",79,0.01172803
"gene_023","ASV028","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",58,0.00872968
"gene_023","ASV028","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",96,0.01448838
"gene_023","ASV028","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",95,0.01438522
"gene_023","ASV028","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.01011516
"gene_023","ASV028","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",61,0.00823212
"gene_023","ASV028","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",57,0.00750395
"gene_023","ASV028","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",64,0.00854473
"gene_023","ASV028","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",46,0.00596473
"gene_023","ASV028","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",81,0.01071429
"gene_023","ASV028","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",80,0.01077586
"gene_024","ASV095","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",133,0.02424353
"gene_024","ASV095","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",147,0.02720207
"gene_024","ASV095","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",149,0.0275365
"gene_024","ASV095","C04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",108,0.01989683
"gene_024","ASV095","C05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",123,0.0230294
"gene_024","ASV095","C06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",99,0.01928321
"gene_024","ASV095","T01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",81,0.01500834
"gene_024","ASV095","T02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",96,0.01816805
"gene_024","ASV095","T03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",75,0.01415361
"gene_024","ASV095","T04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",91,0.01769739
"gene_024","ASV095","T05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",83,0.01526016
"gene_024","ASV095","T06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",69,0.01267218
"gene_024","ASV095","M01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",120,0.018596
"gene_024","ASV095","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",89,0.01321259
"gene_024","ASV095","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",74,0.01113787
"gene_024","ASV095","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",72,0.01086628
"gene_024","ASV095","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",41,0.00620836
"gene_024","ASV095","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",63,0.00980392
"gene_024","ASV095","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",81,0.01093117
"gene_024","ASV095","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01250658
"gene_024","ASV095","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",87,0.01161549
"gene_024","ASV095","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",76,0.00985477
"gene_024","ASV095","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",115,0.01521164
"gene_024","ASV095","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",76,0.01023707
"gene_025","ASV095","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",31,0.00565075
"gene_025","ASV095","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.0053664
"gene_025","ASV095","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",32,0.00591388
"gene_025","ASV095","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",37,0.00681651
"gene_025","ASV095","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",33,0.00617862
"gene_025","ASV095","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",27,0.00525906
"gene_025","ASV095","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00537336
"gene_025","ASV095","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",49,0.00927328
"gene_025","ASV095","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",52,0.00981317
"gene_025","ASV095","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",41,0.00797355
"gene_025","ASV095","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",27,0.00496415
"gene_025","ASV095","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",46,0.00844812
"gene_025","ASV095","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",39,0.0060437
"gene_025","ASV095","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",34,0.00504751
"gene_025","ASV095","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.00316075
"gene_025","ASV095","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",59,0.00890432
"gene_025","ASV095","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",30,0.0045427
"gene_025","ASV095","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",36,0.00560224
"gene_025","ASV095","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",31,0.00418354
"gene_025","ASV095","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",51,0.00671406
"gene_025","ASV095","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",48,0.00640854
"gene_025","ASV095","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",47,0.0060944
"gene_025","ASV095","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",38,0.00502646
"gene_025","ASV095","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",37,0.00498384
"gene_026","ASV085","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",20,0.00364564
"gene_026","ASV085","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00388601
"gene_026","ASV085","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",20,0.00369617
"gene_026","ASV085","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",30,0.0055269
"gene_026","ASV085","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",16,0.00299569
"gene_026","ASV085","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",19,0.00370082
"gene_026","ASV085","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",31,0.00574393
"gene_026","ASV085","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00397426
"gene_026","ASV085","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",16,0.00301944
"gene_026","ASV085","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",20,0.00388954
"gene_026","ASV085","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",25,0.00459643
"gene_026","ASV085","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",15,0.00275482
"gene_026","ASV085","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",15,0.0023245
"gene_026","ASV085","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00311758
"gene_026","ASV085","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",30,0.00451535
"gene_026","ASV085","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",16,0.00241473
"gene_026","ASV085","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",16,0.00242277
"gene_026","ASV085","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",27,0.00420168
"gene_026","ASV085","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00283401
"gene_026","ASV085","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",20,0.00263296
"gene_026","ASV085","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",22,0.00293725
"gene_026","ASV085","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",23,0.00298237
"gene_026","ASV085","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",20,0.0026455
"gene_026","ASV085","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",25,0.00336746
"gene_027","ASV023","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",42,0.00765585
"gene_027","ASV023","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",72,0.01332346
"gene_027","ASV023","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",47,0.00868601
"gene_027","ASV023","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",48,0.00884304
"gene_027","ASV023","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",39,0.007302
"gene_027","ASV023","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",59,0.01149201
"gene_027","ASV023","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",67,0.0124143
"gene_027","ASV023","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",84,0.01589705
"gene_027","ASV023","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",76,0.01434233
"gene_027","ASV023","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",95,0.0184753
"gene_027","ASV023","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",90,0.01654716
"gene_027","ASV023","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",90,0.01652893
"gene_027","ASV023","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",124,0.01921587
"gene_027","ASV023","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",105,0.01558789
"gene_027","ASV023","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",98,0.01475015
"gene_027","ASV023","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",140,0.02112889
"gene_027","ASV023","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",143,0.02165354
"gene_027","ASV023","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",96,0.01493931
"gene_027","ASV023","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",155,0.02091768
"gene_027","ASV023","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",128,0.01685097
"gene_027","ASV023","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",150,0.0200267
"gene_027","ASV023","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",101,0.01309647
"gene_027","ASV023","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",163,0.02156085
"gene_027","ASV023","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",108,0.01454741
"gene_028","ASV082","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",76,0.01385345
"gene_028","ASV082","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",114,0.02109548
"gene_028","ASV082","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",69,0.0127518
"gene_028","ASV082","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",63,0.01160648
"gene_028","ASV082","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",91,0.01703801
"gene_028","ASV082","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",95,0.01850409
"gene_028","ASV082","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",117,0.02167871
"gene_028","ASV082","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",135,0.02554883
"gene_028","ASV082","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",125,0.02358936
"gene_028","ASV082","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",155,0.03014391
"gene_028","ASV082","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",103,0.0189373
"gene_028","ASV082","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",135,0.02479339
"gene_028","ASV082","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",213,0.0330079
"gene_028","ASV082","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",167,0.02479216
"gene_028","ASV082","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",236,0.03552077
"gene_028","ASV082","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",193,0.02912768
"gene_028","ASV082","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",209,0.03164749
"gene_028","ASV082","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",171,0.02661064
"gene_028","ASV082","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",293,0.03954116
"gene_028","ASV082","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",273,0.03593997
"gene_028","ASV082","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",239,0.03190921
"gene_028","ASV082","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",222,0.02878631
"gene_028","ASV082","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",328,0.04338624
"gene_028","ASV082","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",200,0.02693966
"gene_029","ASV036","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",134,0.02442581
"gene_029","ASV036","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",175,0.03238342
"gene_029","ASV036","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",117,0.02162262
"gene_029","ASV036","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",133,0.02450258
"gene_029","ASV036","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",102,0.01909755
"gene_029","ASV036","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",117,0.02278925
"gene_029","ASV036","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",119,0.02204929
"gene_029","ASV036","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",94,0.01778955
"gene_029","ASV036","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",110,0.02075863
"gene_029","ASV036","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",77,0.01497472
"gene_029","ASV036","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",99,0.01820188
"gene_029","ASV036","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",98,0.01799816
"gene_029","ASV036","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",117,0.0181311
"gene_029","ASV036","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",110,0.01633017
"gene_029","ASV036","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",99,0.01490066
"gene_029","ASV036","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",114,0.01720495
"gene_029","ASV036","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",88,0.01332526
